RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2016~2016~9001~Q31~TCC02~AGE~RACE,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,62.9,62.9,&,Regional estimates may not represent all states in the region,46.9,76.5,Age Group,50-64 years,Race/Ethnicity,Hispanic,,C06,TCC02,Q31,9001,AGE,5064,RACE,HIS
BRFSS~2016~2016~9001~Q31~TCC02~AGE~RACE,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,50.9,50.9,&,Regional estimates may not represent all states in the region,30.6,71.0,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC02,Q31,9001,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2016~2016~33~Q31~TCC02~AGE~RACE,2016,2016,NH,New Hampshire,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,35.3,35.3,,,28.9,42.3,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047),C06,TCC02,Q31,33,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2016~2016~36~Q31~TCC02~AGE~OVERALL,2016,2016,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,45.3,45.3,,,34.4,56.7,Age Group,50-64 years,,,POINT (-75.54397042699964 42.82700103200045),C06,TCC02,Q31,36,AGE,5064,OVERALL,OVERALL
BRFSS~2016~2016~29~Q31~TCC02~AGE~RACE,2016,2016,MO,Missouri,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-92.56630005299968 38.635790776000476),C06,TCC02,Q31,29,AGE,5064,RACE,HIS
BRFSS~2016~2016~9001~Q31~TCC02~AGE~RACE,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,20.1,20.1,&,Regional estimates may not represent all states in the region,15.7,25.3,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,C06,TCC02,Q31,9001,AGE,65PLUS,RACE,WHT
BRFSS~2016~2016~29~Q31~TCC02~AGE~RACE,2016,2016,MO,Missouri,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-92.56630005299968 38.635790776000476),C06,TCC02,Q31,29,AGE,5064,RACE,NAA
BRFSS~2016~2016~35~Q31~TCC02~AGE~RACE,2016,2016,NM,New Mexico,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,59.0,59.0,,,42.8,73.4,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-106.24058098499967 34.52088095200048),C06,TCC02,Q31,35,AGE,5064,RACE,HIS
BRFSS~2016~2016~30~Q31~TCC02~AGE~RACE,2016,2016,MT,Montana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-109.42442064499971 47.06652897200047),C06,TCC02,Q31,30,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2016~2016~36~Q31~TCC02~AGE~RACE,2016,2016,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-75.54397042699964 42.82700103200045),C06,TCC02,Q31,36,AGE,65PLUS,RACE,HIS
BRFSS~2016~2016~37~Q31~TCC02~AGE~RACE,2016,2016,NC,North Carolina,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-79.15925046299964 35.466220975000454),C06,TCC02,Q31,37,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2016~2016~41~Q31~TCC02~AGE~RACE,2016,2016,OR,Oregon,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-120.15503132599969 44.56744942400047),C06,TCC02,Q31,41,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2016~2016~9001~Q31~TCC02~AGE~RACE,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,53.1,53.1,&,Regional estimates may not represent all states in the region,22.7,81.4,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC02,Q31,9001,AGE,5064,RACE,ASN
BRFSS~2016~2016~34~Q31~TCC02~AGE~RACE,2016,2016,NJ,New Jersey,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,14.9,14.9,,,8.8,24.2,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-74.27369128799967 40.13057004800049),C06,TCC02,Q31,34,AGE,65PLUS,RACE,WHT
BRFSS~2016~2016~9001~Q31~TCC02~AGE~SEX,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,34.7,34.7,&,Regional estimates may not represent all states in the region,26.2,44.4,Age Group,65 years or older,Sex,Female,,C06,TCC02,Q31,9001,AGE,65PLUS,SEX,FEMALE
BRFSS~2016~2016~41~Q31~TCC02~AGE~SEX,2016,2016,OR,Oregon,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,29.1,29.1,,,18.7,42.3,Age Group,65 years or older,Sex,Male,POINT (-120.15503132599969 44.56744942400047),C06,TCC02,Q31,41,AGE,65PLUS,SEX,MALE
BRFSS~2016~2016~34~Q31~TCC02~AGE~RACE,2016,2016,NJ,New Jersey,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,55.2,55.2,,,35.1,73.6,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-74.27369128799967 40.13057004800049),C06,TCC02,Q31,34,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2016~2016~30~Q31~TCC02~AGE~SEX,2016,2016,MT,Montana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,26.9,26.9,,,16.8,40.1,Age Group,65 years or older,Sex,Male,POINT (-109.42442064499971 47.06652897200047),C06,TCC02,Q31,30,AGE,65PLUS,SEX,MALE
BRFSS~2016~2016~37~Q31~TCC02~AGE~RACE,2016,2016,NC,North Carolina,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,56.7,56.7,,,42.6,69.9,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),C06,TCC02,Q31,37,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2016~2016~37~Q31~TCC02~AGE~RACE,2016,2016,NC,North Carolina,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,31.2,31.2,,,22.8,41.2,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),C06,TCC02,Q31,37,AGE,65PLUS,RACE,WHT
BRFSS~2016~2016~29~Q31~TCC02~AGE~RACE,2016,2016,MO,Missouri,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-92.56630005299968 38.635790776000476),C06,TCC02,Q31,29,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2016~2016~29~Q31~TCC02~AGE~SEX,2016,2016,MO,Missouri,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,58.3,58.3,,,48.9,67.1,Age Group,Overall,Sex,Female,POINT (-92.56630005299968 38.635790776000476),C06,TCC02,Q31,29,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2016~2016~37~Q31~TCC02~AGE~OVERALL,2016,2016,NC,North Carolina,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,33.1,33.1,,,25.3,42.0,Age Group,65 years or older,,,POINT (-79.15925046299964 35.466220975000454),C06,TCC02,Q31,37,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2016~2016~9001~Q31~TCC02~AGE~RACE,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,69.2,69.2,&,Regional estimates may not represent all states in the region,41.7,87.6,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC02,Q31,9001,AGE,65PLUS,RACE,BLK
BRFSS~2016~2016~37~Q31~TCC02~AGE~SEX,2016,2016,NC,North Carolina,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,46.8,46.8,,,37.6,56.3,Age Group,Overall,Sex,Male,POINT (-79.15925046299964 35.466220975000454),C06,TCC02,Q31,37,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2016~2016~36~Q31~TCC02~AGE~SEX,2016,2016,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,43.5,43.5,,,33.7,53.8,Age Group,Overall,Sex,Female,POINT (-75.54397042699964 42.82700103200045),C06,TCC02,Q31,36,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2016~2016~36~Q31~TCC02~AGE~OVERALL,2016,2016,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,31.1,31.1,,,20.7,43.9,Age Group,65 years or older,,,POINT (-75.54397042699964 42.82700103200045),C06,TCC02,Q31,36,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2016~2016~29~Q31~TCC02~AGE~SEX,2016,2016,MO,Missouri,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,65.6,65.6,,,52.5,76.7,Age Group,50-64 years,Sex,Female,POINT (-92.56630005299968 38.635790776000476),C06,TCC02,Q31,29,AGE,5064,SEX,FEMALE
BRFSS~2016~2016~35~Q31~TCC02~AGE~RACE,2016,2016,NM,New Mexico,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-106.24058098499967 34.52088095200048),C06,TCC02,Q31,35,AGE,65PLUS,RACE,NAA
BRFSS~2016~2016~33~Q31~TCC02~AGE~RACE,2016,2016,NH,New Hampshire,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-71.50036091999965 43.65595011300047),C06,TCC02,Q31,33,AGE,65PLUS,RACE,BLK
BRFSS~2016~2016~41~Q31~TCC02~AGE~SEX,2016,2016,OR,Oregon,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,40.8,40.8,,,26.8,56.5,Age Group,50-64 years,Sex,Male,POINT (-120.15503132599969 44.56744942400047),C06,TCC02,Q31,41,AGE,5064,SEX,MALE
BRFSS~2016~2016~35~Q31~TCC02~AGE~RACE,2016,2016,NM,New Mexico,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-106.24058098499967 34.52088095200048),C06,TCC02,Q31,35,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2016~2016~30~Q31~TCC02~AGE~RACE,2016,2016,MT,Montana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-109.42442064499971 47.06652897200047),C06,TCC02,Q31,30,AGE,65PLUS,RACE,NAA
BRFSS~2016~2016~34~Q31~TCC02~AGE~RACE,2016,2016,NJ,New Jersey,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-74.27369128799967 40.13057004800049),C06,TCC02,Q31,34,AGE,5064,RACE,NAA
BRFSS~2016~2016~41~Q31~TCC02~AGE~OVERALL,2016,2016,OR,Oregon,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,49.0,49.0,,,39.5,58.5,Age Group,50-64 years,,,POINT (-120.15503132599969 44.56744942400047),C06,TCC02,Q31,41,AGE,5064,OVERALL,OVERALL
BRFSS~2016~2016~34~Q31~TCC02~AGE~SEX,2016,2016,NJ,New Jersey,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,29.0,29.0,,,18.9,41.7,Age Group,65 years or older,Sex,Female,POINT (-74.27369128799967 40.13057004800049),C06,TCC02,Q31,34,AGE,65PLUS,SEX,FEMALE
BRFSS~2016~2016~9001~Q31~TCC02~AGE~SEX,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,42.3,42.3,&,Regional estimates may not represent all states in the region,35.5,49.5,Age Group,50-64 years,Sex,Female,,C06,TCC02,Q31,9001,AGE,5064,SEX,FEMALE
BRFSS~2016~2016~36~Q31~TCC02~AGE~RACE,2016,2016,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-75.54397042699964 42.82700103200045),C06,TCC02,Q31,36,AGE,5064,RACE,HIS
BRFSS~2016~2016~9001~Q31~TCC02~AGE~RACE,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,26.3,26.3,&,Regional estimates may not represent all states in the region,22.8,30.2,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,C06,TCC02,Q31,9001,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2016~2016~29~Q31~TCC02~AGE~RACE,2016,2016,MO,Missouri,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-92.56630005299968 38.635790776000476),C06,TCC02,Q31,29,AGE,65PLUS,RACE,NAA
BRFSS~2016~2016~35~Q31~TCC02~AGE~RACE,2016,2016,NM,New Mexico,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-106.24058098499967 34.52088095200048),C06,TCC02,Q31,35,AGE,5064,RACE,NAA
BRFSS~2016~2016~37~Q31~TCC02~AGE~RACE,2016,2016,NC,North Carolina,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),C06,TCC02,Q31,37,AGE,65PLUS,RACE,BLK
BRFSS~2016~2016~33~Q31~TCC02~AGE~RACE,2016,2016,NH,New Hampshire,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,44.7,44.7,,,34.8,55.1,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047),C06,TCC02,Q31,33,AGE,5064,RACE,WHT
BRFSS~2016~2016~30~Q31~TCC02~AGE~RACE,2016,2016,MT,Montana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,36.0,36.0,,,24.7,49.1,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-109.42442064499971 47.06652897200047),C06,TCC02,Q31,30,AGE,5064,RACE,WHT
BRFSS~2016~2016~35~Q31~TCC02~AGE~RACE,2016,2016,NM,New Mexico,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,42.9,42.9,,,28.0,59.2,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-106.24058098499967 34.52088095200048),C06,TCC02,Q31,35,AGE,65PLUS,RACE,HIS
BRFSS~2016~2016~9001~Q31~TCC02~AGE~RACE,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,77.8,77.8,&,Regional estimates may not represent all states in the region,40.1,94.8,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9001,AGE,5064,RACE,NAA
BRFSS~2016~2016~41~Q31~TCC02~AGE~SEX,2016,2016,OR,Oregon,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,55.5,55.5,,,43.1,67.2,Age Group,50-64 years,Sex,Female,POINT (-120.15503132599969 44.56744942400047),C06,TCC02,Q31,41,AGE,5064,SEX,FEMALE
BRFSS~2016~2016~41~Q31~TCC02~AGE~RACE,2016,2016,OR,Oregon,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-120.15503132599969 44.56744942400047),C06,TCC02,Q31,41,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2016~2016~36~Q31~TCC02~AGE~RACE,2016,2016,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-75.54397042699964 42.82700103200045),C06,TCC02,Q31,36,AGE,65PLUS,RACE,NAA
BRFSS~2016~2016~9001~Q31~TCC02~AGE~RACE,2016,2016,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,61.9,61.9,&,Regional estimates may not represent all states in the region,48.5,73.7,Age Group,Overall,Race/Ethnicity,Hispanic,,C06,TCC02,Q31,9001,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2016~2016~36~Q31~TCC02~AGE~RACE,2016,2016,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,26.1,26.1,,,19.6,33.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-75.54397042699964 42.82700103200045),C06,TCC02,Q31,36,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2016~2016~34~Q31~TCC02~AGE~RACE,2016,2016,NJ,New Jersey,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-74.27369128799967 40.13057004800049),C06,TCC02,Q31,34,AGE,65PLUS,RACE,BLK
BRFSS~2016~2016~29~Q31~TCC02~AGE~OVERALL,2016,2016,MO,Missouri,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,42.8,42.8,,,35.9,49.9,Age Group,Overall,,,POINT (-92.56630005299968 38.635790776000476),C06,TCC02,Q31,29,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2016~2016~34~Q31~TCC02~AGE~RACE,2016,2016,NJ,New Jersey,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-74.27369128799967 40.13057004800049),C06,TCC02,Q31,34,AGE,5064,RACE,BLK
